BeachName,DNRID,Date,Ecoli_1dGM,Ecoli_30dGM,Ecoli_units,Entero_avg_cfu,Microcystin_ugL,Cylindro_ugL,Anatoxin_ugL,ClosureYN,ClosureReason,MonitoringOrg
Bde Maka Ska - 32nd,27-0031,2024-07-22,68,184.7,cfu,,1.5,0.5,1.753,Y,ecoli_30dayGM,MPRB
Bde Maka Ska - Main,27-0031,2024-07-22,60.8,263.57,cfu,,1.5,0.5,1.5,Y,ecoli_30dayGM,MPRB
Harriet - Main,27-0016,2024-07-29,4.7,53.15,cfu,,1.5,0.5,2.072,N,,MPRB
Nokomis - Main,27-0019,2024-07-29,65.95,74.07,cfu,,1.5,0.5,1.5,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2024-07-29,11.75,62.46,cfu,,1.5,0.5,1.5,N,,MPRB
Cedar - East,27-0039,2024-07-29,12.75,8.97,cfu,,1.675,0.5,1.5,N,,MPRB
Cedar - Main,27-0039,2024-07-29,40.3,36.01,cfu,,1.5,0.5,5.646,N,,MPRB
Cedar - Point,27-0039,2024-07-29,4.65,23.31,cfu,,1.5,0.5,1.963,N,,MPRB
Harriet - SE,27-0016,2024-07-29,2076.45,340.95,cfu,,1.5,0.5,1.5,Y,ecoli_1dayGM,MPRB
Hiawatha,27-0018,2024-07-29,1855.37,638.53,cfu,,1.5,0.5,1.5,Y,ecoli_1dayGM,MPRB
Nokomis - 50th,27-0019,2024-07-29,96.25,62.98,cfu,,9.449,0.5,2.791,Y,microcystin,MPRB
Bde Maka Ska - 32nd,27-0031,2024-07-29,52.15,154.82,cfu,,1.5,0.5,1.5,Y,ecoli_30dayGM,MPRB
Bde Maka Ska - Main,27-0031,2024-07-29,104.65,238.26,cfu,,1.5,0.5,1.5,Y,ecoli_30dayGM,MPRB
Wirth,27-0037,2024-07-29,1305.2,,cfu,,1.5,0.5,1.5,Y,ecoli_1dayGM,MPRB
Wirth,27-0037,2024-07-31,29,28.51,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2024-08-05,38.5,25.16,cfu,,1.5,0.5,1.5,N,,MPRB
Nokomis - 50th,27-0019,2024-08-05,77.93,102.44,cfu,,1.5,0.5,1.5,N,,MPRB
Nokomis - Main,27-0019,2024-08-05,50.3,79.22,cfu,,1.5,0.5,1.5,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2024-08-05,15.7,34.95,cfu,,1.5,0.5,3.866,N,,MPRB
Wirth,27-0037,2024-08-05,650.8,66.18,cfu,,1.5,0.5,1.5,N,,MPRB
Cedar - East,27-0039,2024-08-05,12.2,12.83,cfu,,1.5,0.5,2.937,N,,MPRB
Cedar - Main,27-0039,2024-08-05,26.3,36.8,cfu,,1.5,0.5,2.546,N,,MPRB
Cedar - Point,27-0039,2024-08-05,38.6,29.24,cfu,,1.5,0.5,2.028,N,,MPRB
Harriet - SE,27-0016,2024-08-05,10.35,166.53,cfu,,1.5,0.5,1.5,Y,ecoli_30dayGM,MPRB
Hiawatha,27-0018,2024-08-05,406.95,770.53,cfu,,1.5,0.5,2.745,Y,ecoli_30dayGM,MPRB
Bde Maka Ska - 32nd,27-0031,2024-08-05,147.9,137.43,cfu,,1.5,0.5,1.604,Y,ecoli_30dayGM,MPRB
Bde Maka Ska - Main,27-0031,2024-08-05,344.8,241.47,cfu,,1.5,0.5,2.558,Y,ecoli_30dayGM,MPRB
Harriet - Main,27-0016,2024-08-12,30.25,28.78,cfu,,1.5,0.5,3.594,N,,MPRB
Harriet - SE,27-0016,2024-08-12,20.55,103.94,cfu,,1.5,0.5,1.825,N,,MPRB
Nokomis - 50th,27-0019,2024-08-12,33,97.23,cfu,,1.5,0.5,2.867,N,,MPRB
Nokomis - Main,27-0019,2024-08-12,821.73,119.23,cfu,,1.5,0.5,2.653,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2024-08-12,24.3,108.64,cfu,,1.5,0.5,1.5,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2024-08-12,6.3,24.79,cfu,,1.5,0.5,5.073,N,,MPRB
Cedar - East,27-0039,2024-08-12,4.65,13.09,cfu,,1.5,0.531,2.892,N,,MPRB
Cedar - Main,27-0039,2024-08-12,14.9,43.51,cfu,,1.5,0.888,2.27,N,,MPRB
Cedar - Point,27-0039,2024-08-12,3.1,15.08,cfu,,1.5,0.5,2.854,N,,MPRB
Hiawatha,27-0018,2024-08-12,66.75,632.47,cfu,,1.5,0.5,3.317,Y,ecoli_30dayGM,MPRB
Bde Maka Ska - Main,27-0031,2024-08-12,410,268.36,cfu,,1.5,0.5,1.77,Y,ecoli_30dayGM,MPRB
Wirth,27-0037,2024-08-12,654.3,150.24,cfu,,1.5,0.5,1.993,Y,ecoli_30dayGM,MPRB
Harriet - Main,27-0016,2024-08-19,10.3,15.12,cfu,,1.5,0.5,2.309,N,,MPRB
Harriet - SE,27-0016,2024-08-19,6.45,41.26,cfu,,1.5,0.5,2.376,N,,MPRB
Nokomis - 50th,27-0019,2024-08-19,9.15,67.82,cfu,,1.5,0.5,2.673,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2024-08-19,15.4,45.53,cfu,,1.5,12.892,2.299,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2024-08-19,28.8,15.92,cfu,,1.5,13.925,1.5,N,,MPRB
Cedar - East,27-0039,2024-08-19,1,5.6,cfu,,1.5,0.5,2.395,N,,MPRB
Cedar - Main,27-0039,2024-08-19,8.5,26.45,cfu,,1.5,0.5,2.233,N,,MPRB
Cedar - Point,27-0039,2024-08-19,16.55,13.15,cfu,,1.5,0.5,3.679,N,,MPRB
Hiawatha,27-0018,2024-08-19,153.8,451.49,cfu,,1.5,0.5,2.081,Y,ecoli_30dayGM,MPRB
Nokomis - Main,27-0019,2024-08-19,100.15,121.92,cfu,,16.445,0.5,1.825,Y,microcystin,MPRB
Bde Maka Ska - Main,27-0031,2024-08-19,355.35,182.85,cfu,,1.5,9.529,2.28,Y,ecoli_30dayGM,MPRB
Wirth,27-0037,2024-08-19,661.4,305.57,cfu,,1.5,0.5,1.556,Y,ecoli_30dayGM,MPRB
Nokomis - 50th,27-0019,2024-08-20,8.6,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2024-08-20,722.9,,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2024-08-21,8.55,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2024-08-21,431,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2024-08-26,19.75,16.19,cfu,,1.5,0.5,1.5,N,,MPRB
Harriet - SE,27-0016,2024-08-26,491.35,67.68,cfu,,1.5,0.5,1.5,N,,MPRB
Nokomis - 50th,27-0019,2024-08-26,104.75,47.33,cfu,,1.5,0.5,1.5,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2024-08-26,1239.93,81.38,cfu,,1.5,0.5,1.5,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2024-08-26,48.45,17.52,cfu,,1.5,0.5,1.5,N,,MPRB
Cedar - East,27-0039,2024-08-26,4.25,5.29,cfu,,1.5,0.5,1.5,N,,MPRB
Cedar - Main,27-0039,2024-08-26,10.5,17,cfu,,1.5,0.73,1.5,N,,MPRB
Cedar - Point,27-0039,2024-08-26,87.5,15.17,cfu,,1.5,0.5,1.5,N,,MPRB
Hiawatha,27-0018,2024-08-26,866.45,367.65,cfu,,1.5,0.5,1.5,Y,ecoli_30dayGM,MPRB
Nokomis - Main,27-0019,2024-08-26,201.85,140.79,cfu,,19.183,0.5,1.5,Y,ecoli_30dayGM,MPRB
Bde Maka Ska - Main,27-0031,2024-08-26,24.65,293.69,cfu,,1.5,0.5,1.5,Y,ecoli_30dayGM,MPRB
Wirth,27-0037,2024-08-26,2420,456.18,cfu,,1.5,0.5,1.5,Y,ecoli_1dayGM,MPRB
Gervais,62-0007,2004-06-15,2.5,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-06-15,22,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-06-15,1,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-06-15,2,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-06-15,1,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-06-15,9.8,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-06-15,6.9,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-06-15,19,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-06-15,1.8,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-06-22,3.6,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-06-22,9.8,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-06-22,1.8,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-06-22,1.4,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-06-22,16.9,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-06-22,1.8,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-06-22,1,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-06-22,2,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-06-22,7.8,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-06-29,9.8,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-06-29,124.2,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-06-29,4.3,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-06-29,9.1,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-06-29,4,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-06-29,4.1,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-06-29,2.5,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-06-29,1,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-06-29,9.7,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-07-06,9,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2004-07-06,27.8,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-07-06,13.3,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-07-06,2.9,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-07-06,4.6,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-07-06,9.7,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-07-06,17.4,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-07-06,8.1,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-07-06,9.4,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-07-06,4.6,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-07-13,26.1,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2004-07-13,99.1,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-07-13,44.1,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-07-13,13.3,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-07-13,48.7,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-07-13,14,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-07-13,70.5,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-07-13,52.9,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-07-13,37.2,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-07-13,15.9,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-07-20,18.5,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2004-07-20,64.5,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-07-20,41.7,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-07-20,8.6,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-07-20,4.4,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-07-20,4.6,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-07-20,86.1,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-07-20,7.3,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-07-20,9.3,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-07-20,8.3,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-07-27,6.2,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2004-07-27,14.6,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-07-27,1.8,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-07-27,2,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-07-27,95.4,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-07-27,4.4,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-07-27,11.5,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-07-27,14.4,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-07-27,118.1,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-07-27,3.2,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-08-03,7.9,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2004-08-03,20.5,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-08-03,14.2,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-08-03,9,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-08-03,1.7,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-08-03,13.3,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-08-03,137,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-08-03,6.7,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-08-03,5.8,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-08-03,5.1,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-08-10,4.6,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2004-08-10,12.6,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-08-10,15.9,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-08-10,26.1,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-08-10,7.5,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-08-10,62.1,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-08-10,7.5,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-08-10,14.9,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-08-10,8.5,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-08-10,15,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-08-17,2.3,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2004-08-17,53.1,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-08-17,14.4,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-08-17,13.6,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-08-17,12.6,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-08-17,20.5,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-08-17,73.2,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-08-17,30.2,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-08-17,7.4,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-08-17,3.8,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-08-24,2.9,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-08-24,61,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-08-24,3.6,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-08-24,8.3,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-08-24,67.5,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-08-24,11,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-08-24,23.4,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-08-24,5.7,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-08-24,12.4,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2004-08-31,2.9,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2004-08-31,21.6,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2004-08-31,1.4,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2004-08-31,7.4,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2004-08-31,14.8,,mpn,,,,,N,,RamseyCo
Long,62-0067,2004-08-31,38.6,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2004-08-31,4.6,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2004-08-31,2,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2004-08-31,3.9,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-06-14,23.3,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-06-14,16.5,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-06-14,31.8,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-06-14,35.7,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-06-14,60.6,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-06-14,5.4,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-06-14,5.9,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-06-14,13.7,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-06-21,5.5,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2005-06-21,130.2,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-06-21,8.5,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-06-21,29,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-06-21,1,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-06-21,154,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-06-21,4.6,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-06-21,3.5,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-06-21,4.4,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-06-28,16.3,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2005-06-28,46,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-06-28,19.1,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-06-28,75.4,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-06-28,91.6,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-06-28,59.7,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-06-28,20.1,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-06-28,20.2,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-06-28,4.7,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-07-05,5.9,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-07-05,6.9,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-07-05,7.9,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-07-05,12.4,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-07-05,7,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-07-05,1.8,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-07-05,2,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-07-05,3.9,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-07-12,1.7,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2005-07-12,2,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-07-12,487.3,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-07-12,23.6,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-07-12,1.8,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-07-12,7,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-07-12,1.4,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-07-12,2.3,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-07-12,8.4,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-07-14,16.8,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-07-19,2.7,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-07-19,5.2,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-07-19,4.3,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-07-19,1,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-07-19,1.4,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-07-19,1.4,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-07-19,31.6,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-07-19,2,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-07-26,81.9,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2005-07-26,174.7,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-07-26,97.6,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-07-26,79.6,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-07-26,2.5,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-07-26,10.7,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-07-26,9.5,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-07-26,991.1,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-07-26,21.3,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-07-28,8.7,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-08-02,3.9,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-08-02,53.9,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-08-02,3.9,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-08-02,25.9,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-08-02,1.4,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-08-02,5.4,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-08-02,3.5,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-08-02,5,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2005-08-02,1982.9,,mpn,,,,,Y,ecoli_1dayGM,RamseyCo
Phalen,62-0013,2005-08-04,181.7,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-08-09,1.8,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2005-08-09,500.9,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-08-09,55.1,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-08-09,3.6,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-08-09,1.8,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-08-09,2,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-08-09,1.4,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-08-09,1,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-08-09,1,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2005-08-11,3.1,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-08-16,1,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2005-08-16,31.7,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-08-16,4.6,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-08-16,20.2,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-08-16,1.4,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-08-16,1,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-08-16,1,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-08-16,1,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-08-16,61.8,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-08-23,1.4,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-08-23,3.8,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-08-23,8,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-08-23,3.5,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-08-23,3.2,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-08-23,1.4,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-08-23,2.5,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-08-23,51.3,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2005-08-30,6.4,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2005-08-30,3.8,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2005-08-30,5.7,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2005-08-30,3.8,,mpn,,,,,N,,RamseyCo
Long,62-0067,2005-08-30,1.4,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2005-08-30,3.9,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2005-08-30,8.8,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2005-08-30,176.3,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2006-05-23,6.3,,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2006-05-23,13.1,,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2006-05-23,1.8,,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2006-05-23,57.8,,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2006-05-23,5.4,,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2006-05-23,3.6,,mpn,,,,,N,,RamseyCo
Long,62-0067,2006-05-23,1.8,,mpn,,,,,N,,RamseyCo
Snail,62-0073,2006-05-23,1.4,,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2006-05-23,12.1,,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2006-05-23,1,,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2006-05-30,13.1,9.1,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2006-05-30,4,2.7,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2006-05-30,6.3,19.1,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2006-05-30,13.8,8.7,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2006-05-30,1,1.9,mpn,,,,,N,,RamseyCo
Long,62-0067,2006-05-30,6.3,3.3,mpn,,,,,N,,RamseyCo
Snail,62-0073,2006-05-30,2.4,1.9,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2006-05-30,1,3.5,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2006-05-30,2.3,1.5,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2006-05-30,1732.9,150.7,mpn,,,,,Y,ecoli_1dayGM,RamseyCo
Phalen,62-0013,2006-06-01,15.8,71,mpn,,,,,N,,RamseyCo
Gervais,62-0007,2006-06-06,8.3,8.8,mpn,,,,,N,,RamseyCo
Phalen,62-0013,2006-06-06,26.8,55.7,mpn,,,,,N,,RamseyCo
McCarrons,62-0054,2006-06-06,127.7,9.7,mpn,,,,,N,,RamseyCo
Owasso,62-0056,2006-06-06,4.7,12,mpn,,,,,N,,RamseyCo
Josephine,62-0057,2006-06-06,113.9,20.5,mpn,,,,,N,,RamseyCo
Turtle,62-0061,2006-06-06,7.9,3.1,mpn,,,,,N,,RamseyCo
Long,62-0067,2006-06-06,25.1,6.5,mpn,,,,,N,,RamseyCo
Snail,62-0073,2006-06-06,3.5,2.3,mpn,,,,,N,,RamseyCo
Johanna,62-0078,2006-06-06,6.7,4.3,mpn,,,,,N,,RamseyCo
White Bear,82-0167,2006-06-06,1,1.3,mpn,,,,,N,,RamseyCo
